topic,term,weight
135,strong earthquakes,0.5402565598487854
135,earthquake network,0.5349305272102356
135,seismic cycle,0.5156100392341614
136,gpu implementations,0.677151083946228
136,gpu architectures,0.6344566941261292
136,gpu implementation,0.6284584999084473
136,processing unit gpu,0.6034590601921082
136,processing units gpus,0.5879402160644531
136,processing units gpu,0.5850188732147217
136,performance computing hpc,0.5781539082527161
136,high performance computing,0.572175145149231
136,performance gpu,0.5703951120376587
136,parallel computing,0.5617227554321289
137,laser electron,0.6576746702194214
137,nonlinear compton scattering,0.5651012063026428
137,high energy photons,0.5608439445495605
137,electron beam,0.5505061149597168
137,laser photons,0.5504933595657349
137,relativistic electron beam,0.5489645004272461
137,electron beams,0.5382219552993774
137,nonlinear compton,0.5310365557670593
137,compton scattering,0.5281691551208496
137,gamma photons,0.5068487524986267
138,bilayer black phosphorus,0.6872973442077637
138,layer black phosphorus,0.6763697862625122
138,monolayer black phosphorus,0.6746779680252075
138,exfoliated black phosphorus,0.6206152439117432
138,phosphorus films,0.6187300682067871
138,black phosphorus promising,0.6167848110198975
138,black phosphorus field,0.6144466400146484
138,bulk black phosphorus,0.6107020378112793
138,black phosphorus phosphorene,0.6066731214523315
138,black phosphorus,0.5886167287826538
139,dark matter axion,0.761671245098114
139,axion dark matter,0.7544230222702026
139,dark matter axions,0.7465451955795288
139,search dark matter,0.6877998113632202
139,dark matter search,0.672610878944397
139,dark matter candidates,0.6687142848968506
139,dark matter searches,0.6658482551574707
139,candidates dark matter,0.6597539186477661
139,dark matter,0.6571482419967651
139,cold dark matter,0.6495867371559143
140,electromagnetic cloaks,0.7198328375816345
140,electromagnetic cloaking,0.691313624382019
140,electromagnetic cloak,0.6891050338745117
140,cloaking structure,0.680401623249054
140,transformation cloaking,0.6767415404319763
140,cloaking transformation,0.6758608818054199
140,cloak design,0.6684876680374146
140,layered cloak,0.6566805243492126
140,invisibility cloaks,0.6418644189834595
140,double layer cloak,0.6413185000419617
141,tensor network states,0.5831363201141357
141,tensor network state,0.5517160892486572
141,entangled pair states,0.5481153726577759
141,entangled pair state,0.5348331332206726
141,tensor network algorithms,0.5250850915908813
141,matrix product states,0.5243148803710938
141,multi scale entanglement,0.5181598663330078
141,matrix product state,0.5180046558380127
141,entanglement renormalization,0.49083805084228516
141,scale entanglement renormalization,0.48009032011032104
142,scanning electron microscope,0.7407983541488647
142,transmission electron microscopes,0.7327784895896912
142,scanning electron microscopy,0.722525954246521
142,transmission electron microscope,0.7166476249694824
142,transmission electron microscopy,0.7079790830612183
142,electron microscopes,0.7034887671470642
142,electron microscope,0.700320839881897
142,electron microscopy,0.6987066268920898
142,electron microscope tem,0.6877217292785645
142,electron microscopy ray,0.6753548383712769
143,flow porous media,0.7099931240081787
143,flow porous medium,0.6831580400466919
143,porous media flow,0.6777528524398804
143,flows porous media,0.669122576713562
143,fluids porous media,0.6540858745574951
143,phase flow porous,0.6409336924552917
143,porosity permeability,0.6367305517196655
143,multiphase flow porous,0.6334853172302246
143,transport porous media,0.6313486099243164
143,permeability porosity,0.6291658282279968
144,waals vdw magnetic,0.622905433177948
144,vdw magnetic materials,0.6101760864257812
144,waals vdw magnets,0.6092055439949036
144,dimensional magnetic materials,0.5831324458122253
144,ferromagnetic semiconductors,0.581421971321106
144,layered magnetic,0.5694242715835571
144,interlayer magnetic,0.5641899108886719
144,waals magnetic materials,0.5560123920440674
144,vdw magnetic,0.5401251912117004
144,waals ferromagnet,0.537173330783844
145,protein folding,0.7649619579315186
145,folding proteins,0.7342464327812195
145,folding protein,0.7303809523582458
145,proteins fold,0.7201946973800659
145,folded proteins,0.6915523409843445
145,protein dynamics,0.6426523923873901
145,protein design,0.6176332235336304
145,protein structures,0.6056827306747437
145,dynamics protein,0.5960502624511719
145,protein structure,0.59326171875
146,relativistic boltzmann equation,0.6861369609832764
146,relativistic boltzmann,0.6564873456954956
146,relativistic fluid dynamics,0.6345974206924438
146,relativistic fluids,0.6121973395347595
146,relativistic hydrodynamics,0.5848557949066162
146,relativistic fluid,0.5774353742599487
146,relativistic thermodynamics,0.5749547481536865
146,relativistic gas,0.5451462864875793
146,transport coefficients,0.5316095352172852
146,boltzmann equation relaxation,0.5215451121330261
147,schr odinger equations,0.7454331517219543
147,schr odinger equation,0.697463870048523
147,nonlinear schr odinger,0.6856305599212646
147,odinger equations,0.6561198234558105
147,odinger equation,0.6282156705856323
147,solving schr odinger,0.6168094277381897
147,solutions schr odinger,0.608116865158081
147,odinger equation solved,0.6028055548667908
147,solve schr odinger,0.5990626811981201
147,dimensional schr odinger,0.5810462236404419
148,cavity optomechanics,0.6061455607414246
148,optomechanical resonator,0.5948708057403564
148,cavity optomechanical,0.5877267122268677
148,optical cavity,0.584486722946167
148,cooling mechanical oscillator,0.5468540787696838
148,cavity resonance,0.5445262789726257
148,optomechanical cooling,0.5356397032737732
148,optomechanical cavity,0.535446047782898
148,mechanical resonators,0.5307228565216064
148,nanomechanical resonator,0.5208247900009155
149,anomalous hall conductivity,0.7306632995605469
149,anomalous hall resistivity,0.6735754013061523
149,hall conductivity,0.6562075018882751
149,anomalous hall effects,0.644446849822998
149,anomalous hall effect,0.6379234790802002
149,spin hall effect,0.6290585994720459
149,intrinsic anomalous hall,0.6182531118392944
149,quantum anomalous hall,0.6127328276634216
149,hall resistivity,0.6093855500221252
149,hall conductivity sigma,0.5886262655258179
150,molecular spintronics,0.6282841563224792
150,organic spintronics,0.5951229333877563
150,spintronics devices,0.5715751051902771
150,molecular spin,0.5623388290405273
150,spin resonance esr,0.5573046207427979
150,electron spin,0.5470995306968689
150,spin state,0.5364831686019897
150,spin excitation,0.5360917448997498
150,spin excitations,0.5354350805282593
150,spin electric,0.5307298898696899
151,searches neutrinoless double,0.6313648223876953
151,neutrinoless double beta,0.628226101398468
151,neutrino double beta,0.6260808110237122
151,beta decay experiments,0.6162815690040588
151,searches neutrinoless,0.6137527227401733
151,searching neutrinoless,0.6130001544952393
151,searching neutrinoless double,0.6124184727668762
151,effective majorana neutrino,0.6061173677444458
151,search neutrinoless double,0.6058996915817261
151,search neutrinoless,0.6028237342834473
152,ensembles random matrices,0.715366542339325
152,random matrix ensembles,0.7067689895629883
152,ensemble random matrices,0.6966074109077454
152,random matrix ensemble,0.678734540939331
152,random matrix theory,0.6757018566131592
152,hermitian random matrices,0.6103770732879639
152,random matrices,0.6040337085723877
152,gaussian random matrices,0.6014262437820435
152,matrix ensembles,0.5885223746299744
152,gaussian ensembles,0.5826005935668945
153,lattice percolation,0.7466270923614502
153,site percolation thresholds,0.7421823740005493
153,bond percolation thresholds,0.7113481163978577
153,site bond percolation,0.7082450985908508
153,percolation cluster,0.7036477327346802
153,percolation thresholds,0.7035852670669556
153,percolation square lattice,0.6899372935295105
153,percolation clusters,0.6886098384857178
153,percolation threshold,0.6879855394363403
153,bond site percolation,0.683936595916748
154,spin torque oscillator,0.6461740732192993
154,spin torque oscillators,0.6444960832595825
154,dynamics spin,0.5698698163032532
154,spin current,0.5660720467567444
154,torque spin,0.565601646900177
154,spin torque,0.542492687702179
154,magnetization dynamics,0.5403709411621094
154,spin transfer torque,0.5263382792472839
154,spin torque nano,0.5016289949417114
154,magnetized free layer,0.4994034767150879
155,superconducting transition temperature,0.7070374488830566
155,bulk superconductivity,0.6388358473777771
155,superconducting state,0.6134125590324402
155,superconducting transition,0.6085976362228394
155,superconducting gap,0.593187689781189
155,superconducting order,0.5875841379165649
155,superconducting gaps,0.5821082592010498
155,superconducting energy gap,0.5784528255462646
155,superconducting order parameter,0.5753620862960815
155,critical magnetic,0.5699166059494019
156,muon ionization cooling,0.7641807794570923
156,muon cooling,0.6631525754928589
156,muon accelerator,0.6451524496078491
156,muon colliders,0.6417090892791748
156,muon collider,0.6406584978103638
156,cooling muon,0.6377410292625427
156,muon ionization,0.6107425689697266
156,factory muon collider,0.5987341403961182
156,neutrino factory muon,0.5879200100898743
156,muon experiment,0.5877370834350586
157,warm dense matter,0.4685283601284027
157,principles molecular dynamics,0.4594677984714508
157,density functional molecular,0.45023807883262634
157,theory molecular dynamics,0.440684974193573
157,solid molecular hydrogen,0.4370430111885071
157,functional molecular dynamics,0.43563318252563477
157,solid hydrogen,0.4269394874572754
157,solid molecular,0.4261271357536316
157,density temperature,0.4243706464767456
157,electron ion monte,0.4177394509315491
158,granular flow,0.7297607660293579
158,flow granular,0.7287964820861816
158,granular flows,0.7275638580322266
158,dense granular flow,0.717604398727417
158,dense granular flows,0.7003865242004395
158,granular shear,0.6268024444580078
158,dynamics granular,0.6138195991516113
158,frictional granular,0.6122632026672363
158,sheared granular,0.5908935070037842
158,granular materials,0.571526288986206
159,superconductivity nickelates,0.7320780754089355
159,superconductivity bilayer nickelate,0.7272652387619019
159,nickelate superconductivity,0.7062996625900269
159,nickelate superconductors,0.6929628849029541
159,superconducting nickelates,0.6926681399345398
159,superconducting nickelate,0.6615054607391357
159,superconducting nio,0.5785318613052368
159,high temperature superconductivity,0.5756573677062988
159,discovery superconductivity,0.5674961805343628
159,recent discovery superconductivity,0.5651279091835022
160,body scattering length,0.5706593990325928
160,body scattering,0.5684552192687988
160,atom dimer scattering,0.561389148235321
160,low energy scattering,0.5572720170021057
160,scattering length effective,0.5420083403587341
160,large scattering length,0.5341794490814209
160,large scattering,0.5304511785507202
160,energy scattering,0.519629955291748
160,scattering lengths,0.5092030763626099
160,scattering length,0.49934518337249756
161,bubble dynamics,0.6953384876251221
161,bubble formation,0.6867029666900635
161,dynamics bubble,0.6703109741210938
161,bubble interactions,0.6553032994270325
161,bubble velocity,0.6420108079910278
161,bubble motion,0.6398198008537292
161,vapor rich bubbles,0.6287293434143066
161,cavitation bubble,0.6283926963806152
161,flow bubble,0.6252841949462891
161,bubble growth,0.6172383427619934
162,polarization fullerene shell,0.7096600532531738
162,electronic shell fullerene,0.6741210222244263
162,polarization fullerene,0.6719292998313904
162,atom fullerene,0.6713937520980835
162,fullerene molecule,0.6502863764762878
162,endohedral fullerene,0.6490148305892944
162,fullerene molecules,0.6453431844711304
162,potential fullerene,0.6419256925582886
162,endohedral fullerenes,0.6398419141769409
162,fullerenes studied,0.6364313960075378
163,photonic crystal structures,0.7310103178024292
163,photonic crystals,0.7081908583641052
163,photonic crystal slab,0.6997271776199341
163,photonic crystal,0.6980626583099365
163,photonic crystal slabs,0.6873822212219238
163,dimensional photonic crystals,0.684940755367279
163,photonic crystal waveguide,0.6848165988922119
163,photonic crystal waveguides,0.6844288110733032
163,dimensional photonic crystal,0.67461097240448
163,photonic band structure,0.6727806329727173
164,spin hall magnetoresistance,0.7671319246292114
164,spin hall conductivity,0.7469100952148438
164,spin hall effects,0.7064985036849976
164,spin hall effect,0.6631614565849304
164,hall effect spin,0.655012309551239
164,hall magnetoresistance,0.6506655216217041
164,inverse spin hall,0.6285238862037659
164,spin mixing conductance,0.6178939342498779
164,intrinsic spin hall,0.6095981597900391
164,spin current,0.6083144545555115
165,optically pumped magnetometers,0.6781164407730103
165,atomic magnetometers,0.6336643099784851
165,atomic magnetometer,0.6234009265899658
165,magneto optical,0.6205117702484131
165,magneto optical rotation,0.6109683513641357
165,pumped magnetometers,0.5595120191574097
165,serf magnetometer,0.5540765523910522
165,nonlinear magneto optical,0.5422770977020264
165,optical rotation nmor,0.5371978282928467
165,atomic magnetometry,0.5121766328811646
166,microwave induced resistance,0.6413801908493042
166,microwave radiation,0.5592426657676697
166,electron mobility,0.5459986925125122
166,microwave induced,0.528181254863739
166,high mobility electron,0.5264762043952942
166,microwave field,0.49687373638153076
166,mobility dimensional electron,0.4901341199874878
166,mobility electron,0.486825168132782
166,electron transport,0.4711262285709381
166,microwave power,0.46890348196029663
167,topological superconducting,0.6378594636917114
167,topological superconductors,0.6192426681518555
167,topological josephson junctions,0.6136818528175354
167,planar josephson junctions,0.6108265519142151
167,topological superconductivity,0.6016857624053955
167,josephson junctions,0.5831342935562134
167,josephson junctions jjs,0.5788717865943909
167,topological josephson junction,0.5777357816696167
167,induced superconductivity,0.5737450122833252
167,proximity induced superconductivity,0.563308835029602
168,planetary bodies,0.48388242721557617
168,meteorite groups,0.4836045503616333
168,iron meteorites,0.4618377387523651
168,terrestrial planets,0.4575209617614746
168,planet formation,0.44821232557296753
168,rocky planets,0.4410857558250427
168,protoplanetary disks,0.4244449734687805
168,type asteroids,0.4144299030303955
168,iron meteorite,0.4036109745502472
168,protoplanetary disk,0.39800018072128296
169,plasma simulations,0.6005294919013977
169,plasma simulation,0.5927267074584961
169,vlasov maxwell equations,0.5299556255340576
169,particle cell code,0.5075485110282898
169,cell pic simulations,0.5029582381248474
169,pic simulations,0.48975491523742676
169,kinetic plasma,0.4895239472389221
169,cell pic simulation,0.4893529415130615
169,plasma dynamics,0.482310026884079
169,particle cell pic,0.47543948888778687
170,self propelled particles,0.7621470093727112
170,self propelled particle,0.7219847440719604
170,propelled particles,0.7002977132797241
170,dynamics self propelled,0.6941759586334229
170,interacting self propelled,0.6836665868759155
170,propelled particles spps,0.6664729118347168
170,propelled particle,0.665900468826294
170,motion self propelled,0.6160946488380432
170,polar self propelled,0.581504225730896
170,simple self propelled,0.5814330577850342
171,hadron collider lhc,0.6828367114067078
171,collider lhc,0.6734423041343689
171,lhc need,0.666283905506134
171,lhc lhc,0.6387206315994263
171,high luminosity lhc,0.6380096673965454
171,luminosity lhc lhc,0.6209681034088135
171,luminosity lhc,0.6184285879135132
171,large hadron collider,0.611614465713501
171,hadron colliders,0.5985281467437744
171,lhc cern,0.5917655229568481
172,standard quantum theory,0.5999457240104675
172,foundations quantum,0.5996872186660767
172,theory quantum,0.5971730947494507
172,foundations quantum mechanics,0.5868368744850159
172,formalism quantum,0.5862891674041748
172,standard quantum mechanics,0.5809425711631775
172,quantum formalism,0.5805400609970093
172,framework quantum,0.5789232850074768
172,quantum measurements,0.5744814276695251
172,quantum theory,0.5732759833335876
173,heusler alloys,0.5965235233306885
173,spintronic applications,0.5630588531494141
173,half heusler alloys,0.5599930882453918
173,half metallic ferromagnets,0.5489293336868286
173,heusler alloy,0.548086404800415
173,half metallic ferromagnetic,0.5400300621986389
173,metallic ferromagnets,0.5384235382080078
173,structural electronic magnetic,0.5376383066177368
173,spintronic devices,0.536777913570404
173,spin magnetic,0.5318601131439209
174,magnetic resonance nmr,0.6924428343772888
174,nmr experiments,0.6752898097038269
174,resonance nmr experiments,0.6715951561927795
174,nmr relaxation,0.6556323170661926
174,resonance nmr,0.6461808681488037
174,state nmr experiments,0.6436737775802612
174,nmr dynamics,0.6435102224349976
174,resonance nmr measurements,0.635672390460968
174,nmr spectroscopy,0.632920503616333
174,resonance nmr spectroscopy,0.6328916549682617
175,perovskite structure,0.5622192621231079
175,double perovskite structure,0.5596283078193665
175,structure magnetic,0.541059672832489
175,structural magnetic,0.5366626977920532
175,magnetic structure,0.5138259530067444
175,double perovskite compound,0.5056574940681458
175,ordered double perovskites,0.5030584335327148
175,antiferromagnetic afm,0.4955928325653076
175,perovskite compound,0.4949609041213989
175,antiferromagnetic ordering,0.4928276538848877
176,kondo effect quantum,0.6791125535964966
176,spin kondo effect,0.6595965027809143
176,quantum dot kondo,0.634405255317688
176,orbital kondo effect,0.6121630668640137
176,spin orbital kondo,0.6049677729606628
176,kondo effects,0.5785840153694153
176,kondo effect,0.5675037503242493
176,kondo physics,0.5665011405944824
176,spin kondo,0.5463850498199463
176,kondo temperature,0.5418543219566345
177,lagrangian formalism,0.5738722681999207
177,lagrangian mechanics,0.5163023471832275
177,lagrangian formulation,0.507963240146637
177,classical mechanics,0.5012199878692627
177,euler lagrange equations,0.46041572093963623
177,equations motion derived,0.45905518531799316
177,hamiltonian formalism,0.4405934810638428
177,analytical mechanics,0.4313620328903198
177,motion rigid body,0.4247753620147705
177,hamiltonian formulation,0.42364102602005005
178,maxwell equations,0.6430414319038391
178,form maxwell equations,0.6316747665405273
178,maxwell electrodynamics,0.6254349946975708
178,solving maxwell equations,0.6086438298225403
178,solution maxwell equations,0.6041848659515381
178,solutions maxwell equations,0.5892716646194458
178,solving maxwell,0.5712331533432007
178,solutions maxwell,0.5700534582138062
178,equations electromagnetic,0.5547746419906616
178,maxwell theory,0.5509988069534302
179,holographic entanglement entropy,0.7632875442504883
179,holographic entanglement,0.674172043800354
179,entanglement entropy,0.6552362442016602
179,compute entanglement entropy,0.6495416164398193
179,entanglement entropy dimensional,0.6477798223495483
179,topological entanglement entropy,0.647097110748291
179,calculate entanglement entropy,0.6439071893692017
179,entropy entanglement,0.6435518264770508
179,entanglement entropy quantum,0.6432900428771973
179,enyi entanglement entropy,0.6430308818817139
180,terahertz thz pulses,0.7406455278396606
180,optical terahertz,0.7367915511131287
180,thz spectroscopy,0.7330572605133057
180,terahertz spectroscopy,0.7225209474563599
180,spectroscopy thz,0.7105969190597534
180,domain spectroscopy thz,0.7075273990631104
180,terahertz pulses,0.7000041007995605
180,optical thz,0.6995583176612854
180,terahertz pulse,0.682438850402832
180,spectroscopy thz tds,0.6768187284469604
181,photon detectors snspds,0.6844279766082764
181,photon detectors snspd,0.6734117269515991
181,single photon detector,0.6730785369873047
181,single photon detectors,0.6658776998519897
181,photon detector snspd,0.6653293371200562
181,photon detectors sspds,0.652654767036438
181,single photon detection,0.6328487396240234
181,nanowire single photon,0.6132368445396423
181,superconducting single photon,0.6102081537246704
181,photon detector,0.6062295436859131
182,solutions navier stokes,0.6753137111663818
182,navier stokes equations,0.6684407591819763
182,incompressible navier stokes,0.6316882371902466
182,solution navier stokes,0.6222068667411804
182,navier stokes equation,0.6139568090438843
182,euler navier stokes,0.6136136054992676
182,compressible navier stokes,0.5985167622566223
182,navier stokes,0.5940210819244385
182,dimensional navier stokes,0.5766855478286743
182,shear flows,0.5617890357971191
183,radiative heat transfer,0.6278389692306519
183,field radiative heat,0.5901942253112793
183,field heat transfer,0.570366382598877
183,field thermal radiation,0.5485873818397522
183,near field thermal,0.5462902784347534
183,radiative thermal,0.5239807367324829
183,radiative heat flux,0.5231128931045532
183,radiative heat,0.520453691482544
183,heat transfer characteristics,0.5080946087837219
183,field thermal emission,0.5049108862876892
184,atomic force microscopy,0.7502343654632568
184,atomic force microscope,0.7485244274139404
184,force microscopy measurements,0.7381038665771484
184,probe force microscopy,0.7266764640808105
184,force microscopy afm,0.7191414833068848
184,scanning force microscopy,0.7190014123916626
184,microscopy atomic force,0.7155835628509521
184,force microscopy,0.7048654556274414
184,force microscope afm,0.6774420738220215
184,force microscopy kpfm,0.6704009175300598
185,resolved photoemission spectroscopy,0.6017084121704102
185,iron superconductors,0.5660335421562195
185,photoemission spectroscopy measurements,0.560882568359375
185,photoemission spectroscopy arpes,0.5474575757980347
185,photoemission spectroscopy,0.5440062284469604
185,photoelectron spectroscopy,0.5164757966995239
185,superconducting gap,0.509058952331543
185,photoemission spectra,0.4942099452018738
185,structure fermi surface,0.4873431622982025
185,structure fermi,0.47210556268692017
186,lhc computing grid,0.5612538456916809
186,lhc computing,0.5360808968544006
186,high performance computing,0.5174534320831299
186,computing facilities,0.5097798705101013
186,computing infrastructure,0.509026288986206
186,scientific computing,0.500638484954834
186,lhc experiments,0.4714885354042053
186,performance computing,0.4578447937965393
186,hep software foundation,0.45752111077308655
186,distributed computing,0.4475483298301697
187,driven granular gases,0.5423227548599243
187,transport coefficients,0.5246952772140503
187,navier stokes transport,0.49493318796157837
187,inelastic boltzmann equation,0.49151214957237244
187,boltzmann kinetic equation,0.48841777443885803
187,cooling granular gas,0.4855741858482361
187,stokes transport coefficients,0.48204007744789124
187,granular fluids,0.479735791683197
187,granular gases,0.4772518575191498
187,boltzmann equation,0.4644930064678192
188,electron phonon coupling,0.5187792181968689
188,electron phonon,0.5186731815338135
188,charge density waves,0.49614202976226807
188,charge density wave,0.49331334233283997
188,transition metal dichalcogenide,0.47665128111839294
188,transition metal dichalcogenides,0.47560447454452515
188,resolved photoemission spectroscopy,0.435549259185791
188,layered transition metal,0.41303855180740356
188,density wave phases,0.3955698013305664
188,spin charge density,0.3945438861846924
189,pulse atom interferometers,0.7589496374130249
189,pulse atom interferometer,0.7433395981788635
189,atom interferometers,0.738709568977356
189,atom interferometer,0.7279855012893677
189,atomic interferometer,0.6963077187538147
189,cold atom interferometer,0.6781657338142395
189,atom optics,0.6437221169471741
189,atom interferometry,0.6269625425338745
189,atom laser,0.624221920967102
189,zehnder atom interferometer,0.613014817237854
190,quantum rabi,0.5996775031089783
190,cavity quantum electrodynamics,0.5634113550186157
190,cavity quantum,0.542778491973877
190,ultrastrong coupling regime,0.5191990733146667
190,quantum emitter,0.5064535140991211
190,circuit quantum,0.5000656843185425
190,circuit quantum electrodynamics,0.4967958927154541
190,ultrastrong coupling,0.4960158169269562
190,quantum optics,0.49589231610298157
190,quantum level,0.4949873387813568
191,stochasticity gene expression,0.7049099802970886
191,stochastic gene expression,0.7020937204360962
191,gene expression dynamics,0.5870784521102905
191,stochastic gene,0.5860603451728821
191,stochasticity gene,0.5795834064483643
191,noise gene expression,0.5258606672286987
191,transcriptional bursting,0.4676018953323364
191,gene expression patterns,0.46139878034591675
191,gene expression data,0.44372618198394775
191,protein distributions,0.4395570158958435
192,photon magnon coupling,0.7127199172973633
192,magnon photon coupling,0.7125505208969116
192,magnon photon,0.6063064336776733
192,magnon coupling,0.6021914482116699
192,magnon magnon coupling,0.6020962595939636
192,photon magnon,0.5951555371284485
192,magnons photons,0.5896025896072388
192,quantum magnonics,0.5878059267997742
192,magnonic quantum,0.5848900079727173
192,photons magnons,0.5846109390258789
193,free electron lasers,0.7618588209152222
193,free electron laser,0.7561306953430176
193,electron lasers,0.7218186855316162
193,electron laser pulses,0.7122488021850586
193,electron laser,0.707295298576355
193,electron lasers xfels,0.692531943321228
193,electron lasers fels,0.6824970245361328
193,electron lasers fel,0.6817703247070312
193,electron laser xfel,0.6772574186325073
193,electron laser fel,0.6653904914855957
194,locked fiber lasers,0.7504541873931885
194,locked fiber laser,0.7196093797683716
194,mode locked lasers,0.672133207321167
194,fiber laser mode,0.6378142833709717
194,mode locked laser,0.6314672231674194
194,locked lasers,0.6136094331741333
194,fiber lasers,0.6118430495262146
194,mode locked fiber,0.590612530708313
194,laser mode locked,0.5824834108352661
194,fiber laser,0.5785911083221436
195,quantum thermodynamics,0.670509934425354
195,thermodynamics quantum,0.6538950204849243
195,quantum entropy,0.649520993232727
195,quantum thermodynamic,0.6355795860290527
195,quantum regime,0.5840402841567993
195,quantum fluctuation relations,0.5828820466995239
195,equilibrium quantum,0.5815718173980713
195,quantum fluctuation theorems,0.5644066333770752
195,quantum stochastic,0.5562301874160767
195,quantum measurements,0.5347256064414978
196,superconducting flux qubit,0.6854853630065918
196,superconducting qubit,0.6847649812698364
196,superconducting flux qubits,0.6783978939056396
196,superconducting qubits,0.6662554740905762
196,coupling qubit,0.643566370010376
196,qubit coupling,0.6361781358718872
196,coupling qubits,0.6303624510765076
196,flux qubits,0.6190827488899231
196,flux qubit,0.6137115955352783
196,coupled qubit,0.6070576906204224
197,superconducting coils,0.6447328925132751
197,superconducting coil,0.6245424747467041
197,high temperature superconducting,0.6213321685791016
197,high temperature superconductor,0.6040351390838623
197,superconducting magnets,0.5969991683959961
197,superconducting magnet,0.5916062593460083
197,high temperature superconductors,0.5869021415710449
197,temperature superconductor hts,0.5809584856033325
197,temperature superconducting hts,0.5794244408607483
197,design superconducting,0.5762110948562622
198,black hole thermodynamics,0.6978424787521362
198,black hole entropy,0.641403079032898
198,entropy black hole,0.6336696147918701
198,black hole information,0.6167164444923401
198,black hole physics,0.5911061763763428
198,hawking entropy,0.5776989459991455
198,black holes,0.5691699981689453
198,black hole quantum,0.5609614849090576
198,quantum black hole,0.5508469343185425
198,supermassive black holes,0.5317219495773315
199,phase classification,0.5860611200332642
199,classifying phases,0.5735036134719849
199,classify phases,0.5613471269607544
199,detection phase transitions,0.503053605556488
199,machine learning classify,0.4817342758178711
199,machine learning techniques,0.4735462963581085
199,supervised machine,0.4713287055492401
199,machine learning algorithms,0.4690072238445282
199,detecting phase transitions,0.4674159586429596
199,neural networks,0.4663875102996826
200,atomic electric dipole,0.5988690257072449
200,electron electric dipole,0.5880018472671509
200,dipole moment electron,0.5795929431915283
200,electric dipole moments,0.5760014057159424
200,dipole moment eedm,0.5586905479431152
200,electric dipole moment,0.5457813739776611
200,magnetic dipole electric,0.5425923466682434
200,moment electron eedm,0.541607677936554
200,electric dipole matrix,0.5110579133033752
200,dipole moment edm,0.5098888874053955
201,efficiency solar cells,0.7030141353607178
201,solar cell performance,0.6990938186645508
201,solar cell efficiency,0.6941081285476685
201,junction solar cells,0.6547873616218567
201,silicon solar cells,0.6534140110015869
201,carrier solar cells,0.6510355472564697
201,silicon solar cell,0.6426695585250854
201,junction solar cell,0.6423652172088623
201,solar cells,0.6299560070037842
201,carrier solar cell,0.622495174407959
202,formation laser induced,0.6438519954681396
202,laser induced surface,0.641834020614624
202,laser induced breakdown,0.6208143830299377
202,formation laser,0.607387363910675
202,laser induced periodic,0.604366660118103
202,femtosecond laser induced,0.6025788187980652
202,femtosecond laser irradiation,0.5976132154464722
202,laser surface,0.5964049100875854
202,femtosecond laser,0.5743969678878784
202,femtosecond laser ablation,0.5728707313537598
203,electrolyte solutions,0.5106398463249207
203,ionic solutions,0.49489080905914307
203,electrolyte solution,0.4539375603199005
203,electrostatic interactions,0.4465601444244385
203,electrolyte concentration,0.42641481757164
203,concentrated electrolytes,0.4231407642364502
203,macro ions,0.4216145873069763
203,surface charge densities,0.40905436873435974
203,aqueous electrolyte,0.40876710414886475
203,poisson boltzmann theory,0.4087050259113312
204,quantum key distribution,0.6723532676696777
204,quantum random number,0.6415510177612305
204,quantum random,0.6162760257720947
204,quantum key,0.6104612350463867
204,secure quantum communication,0.6099076271057129
204,quantum cryptography,0.588262677192688
204,secure quantum,0.5818701982498169
204,quantum communications,0.5778653621673584
204,security quantum,0.5776003003120422
204,quantum bit,0.5590772032737732
205,time series data,0.5194464921951294
205,time series,0.4533412456512451
205,measured time series,0.44802603125572205
205,data sets,0.4359288215637207
205,short time series,0.4323309063911438
205,series data,0.43092024326324463
205,synthetic time series,0.4303653836250305
205,data driven,0.424211323261261
205,observed time series,0.4094087481498718
205,nonlinear time series,0.3969250023365021
206,electron microscopy images,0.5833723545074463
206,microscopy images,0.5383968949317932
206,electron microscope,0.5364780426025391
206,electron microscopy,0.5250012874603271
206,electron microscopy stem,0.5148158073425293
206,scanning electron microscopy,0.5147693157196045
206,transmission electron microscopy,0.4880399703979492
206,electron microscopy tem,0.4837619662284851
206,electron scanning,0.4817051291465759
206,microscopy tem,0.46830832958221436
207,quantum algorithms,0.7398377656936646
207,quantum algorithm,0.7196967601776123
207,variational quantum algorithms,0.7187673449516296
207,variational quantum algorithm,0.7120041251182556
207,quantum computational,0.6997843980789185
207,quantum processor,0.6985195875167847
207,quantum computer,0.6840386986732483
207,quantum computers,0.6792973875999451
207,quantum processors,0.6780475378036499
207,quantum classical algorithm,0.6760332584381104
208,inverse design photonic,0.623686671257019
208,inverse design nanophotonic,0.6121741533279419
208,photonic inverse design,0.5926220417022705
208,inverse design tool,0.5764800310134888
208,inverse design process,0.5613389015197754
208,inverse design optimization,0.5591377019882202
208,inverse design,0.5430154800415039
208,inverse design framework,0.5365686416625977
208,optimization inverse design,0.5280052423477173
208,learning inverse design,0.5270147919654846
209,efficiency heat,0.6367201805114746
209,thermal efficiency,0.6255220770835876
209,efficiency engine,0.6188912391662598
209,thermal engines,0.6031227111816406
209,thermodynamic efficiency,0.597479522228241
209,heat engines,0.5953928232192993
209,heat engines operating,0.5909793376922607
209,efficiency maximum power,0.5723974108695984
209,heat engines refrigerators,0.5713918209075928
209,heat engine,0.56647127866745
210,stochastic susceptible infected,0.6938060522079468
210,epidemic dynamics,0.6793868541717529
